protocol,tcp_bytes,Quic-bytes,real_time,
6,0,,12798.6044,
6,0,,12798.612246,
6,0,,12798.670755,
6,0,,12798.672725,
6,0,,12798.729785,
6,0,,12798.744956,
6,0,,12798.810965,
6,1460,,12798.812148,
6,1460,,12798.833761,
6,0,,12798.849678,
6,1460,,12798.876992,
6,0,,12798.880891,
6,0,,12799.088815,
6,0,,12799.14509,
6,0,,12799.560683,
6,0,,12799.66488,
6,0,,12799.755819,
6,1460,,12799.757001,
6,1460,,12799.778644,
6,1460,,12799.82187,
6,0,,12800.382541,
6,0,,12800.497063,
6,0,,12800.61094,
6,1460,,12800.612138,
6,1460,,12800.633737,
6,0,,12800.719951,
6,1460,,12800.721139,
6,0,,12800.752655,
6,972,,12800.874153,
6,0,,12801.22951,
6,0,,12801.270647,
6,46,,12801.593173,
6,31,,12801.593177,
6,0,,12801.593439,
6,0,,12802.093103,
6,0,,12802.416762,
6,77,,12802.693307,
6,0,,12802.8648,
6,77,,12803.94327,
6,0,,12806.192768,
6,0,,12807.088822,
6,0,,12807.550097,
6,0,,12809.20476,
6,0,,12809.204768,
6,0,,12809.210378,
6,1460,,12809.617927,
6,263,,12809.617939,
6,0,,12809.619103,
6,1460,,12809.620079,
6,1460,,12809.620209,
6,1460,,12809.620309,
6,1460,,12809.620439,
6,1460,,12809.620554,
6,1460,,12809.659583,
6,1460,,12809.698969,
6,1430,,12809.708104,
6,64,,12809.708116,
6,0,,12809.70812,
6,0,,12809.708124,
6,0,,12809.709199,
6,0,,12809.71028,
6,1460,,12809.738391,
6,1460,,12809.777809,
6,0,,12809.799297,
6,1460,,12809.817184,
6,1460,,12809.856632,
6,0,,12809.889093,
6,1460,,12809.896034,
6,1460,,12809.935425,
6,1460,,12809.974862,
6,1460,,12810.014316,
6,1460,,12810.053671,
6,1460,,12810.093091,
6,0,,12810.1151,
6,1460,,12810.132491,
6,0,,12810.499915,
6,0,,12810.500175,
6,378,,12810.500642,
6,2048,,12810.50079,
6,1448,,12810.50097,
6,2648,,12810.501101,
6,1448,,12810.501307,
6,1448,,12810.50143,
6,1997,,12810.50153,
6,0,,12810.501533,
6,903,,12810.528774,
6,57,,12811.434474,
6,57,,12811.435126,
6,1387,,12811.435461,
6,57,,12811.435779,
6,1387,,12811.436177,
6,57,,12811.436188,
6,0,,12811.436197,
6,132,,12811.436248,
6,1387,,12811.437104,
6,0,,12811.473494,
6,0,,12813.744714,
6,0,,12814.550056,
6,263,,12814.55007,
6,0,,12814.550966,
6,0,,12814.614137,
6,0,,12814.6793,
6,0,,12814.685545,
6,0,,12814.744385,
6,0,,12815.715736,
6,0,,12815.793691,
6,0,,12816.38695,
6,1430,,12818.513536,
6,436,,12818.513547,
6,834,,12818.513551,
6,0,,12818.513554,
6,0,,12818.513557,
6,0,,12818.515701,
6,0,,12818.515712,
6,0,,12818.515757,
6,0,,12818.679303,
6,1038,,12819.521988,
6,0,,12820.176505,
6,0,,12820.847018,
6,0,,12820.847026,
6,0,,12820.847029,
6,0,,12820.847032,
6,39,,12820.847037,
6,662,,12820.847043,
6,0,,12820.847047,
6,0,,12820.849083,
6,0,,12820.849149,
6,801,,12820.907653,
6,0,,12820.907664,
6,0,,12820.907668,
6,0,,12820.907673,
6,0,,12820.909752,
6,0,,12820.909883,
6,67,,12820.919528,
6,31,,12820.920095,
6,39,,12820.920103,
6,0,,12821.516954,
6,0,,12821.886533,
6,1039,,12822.590599,
6,0,,12822.940575,
6,801,,12822.940588,
6,0,,12822.942689,
6,0,,12823.24549,
6,0,,12823.286088,
6,1460,,12826.36841,
6,24,,12828.68928,
6,24,,12828.856905,
6,0,,12828.856925,
6,0,,12829.104758,
6,0,,12829.489794,
6,1460,,12829.566954,
6,0,,12829.566965,
6,0,,12829.568244,
6,0,,12829.646083,
6,0,,12829.726626,
6,100,,12829.728683,
6,0,,12830.161055,
6,0,,12830.285524,
6,0,,12830.452968,
6,100,,12830.752741,
6,0,,12831.04339,
6,0,,12831.111232,
6,0,,12831.592747,
6,0,,12831.693935,
6,0,,12831.9913,
6,0,,12832.061461,
6,0,,12832.131647,
6,0,,12832.689779,
6,0,,12833.670406,
6,24,,12833.857086,
6,0,,12834.074661,
6,0,,12834.734823,
6,0,,12836.10303,
6,0,,12836.108204,
6,0,,12836.734706,
,0,,12836.734712,
6,0,,12836.735083,
,0,,12836.735259,
6,0,,12839.117496,
6,0,,12839.188568,
6,68,,12839.49118,
6,0,,12841.165499,
6,0,,12841.491942,
6,0,,12842.420723,
6,1039,,12843.364666,
6,0,,12843.694899,
6,701,,12843.694912,
6,0,,12843.694929,
6,0,,12843.697005,
6,1460,,12844.099398,
6,0,,12844.100778,
6,0,,12844.501406,
6,0,,12844.501755,
6,0,,12845.52038,
6,263,,12846.064093,
6,0,,12846.064113,
6,0,,12846.064116,
6,0,,12846.064119,
6,0,,12846.065206,
6,0,,12849.261627,
6,0,,12849.262625,
6,0,,12849.264576,
6,0,,12849.717564,
6,0,,12850.273523,
6,0,,12850.381492,
6,0,,12850.548316,
6,0,,12850.558347,
6,1039,,12851.04444,
6,1047,,12851.381892,
6,0,,12851.409192,
6,642,,12851.409204,
6,0,,12851.409215,
6,0,,12851.40922,
6,0,,12851.409225,
6,0,,12851.40923,
6,0,,12851.411409,
6,0,,12851.411423,
6,0,,12851.411426,
6,0,,12851.411654,
6,39,,12851.412144,
6,1047,,12851.615603,
6,0,,12851.686869,
6,0,,12851.715942,
6,0,,12851.716186,
6,0,,12851.717918,
6,0,,12851.719136,
6,1047,,12851.85154,
6,0,,12852.287817,
6,1047,,12852.339891,
6,1047,,12853.29959,
6,73,,12853.476358,
6,1041,,12853.62945,
6,0,,12853.724136,
6,0,,12853.757782,
6,0,,12853.76417,
6,0,,12853.77498,
6,1041,,12853.884574,
6,0,,12853.977749,
6,0,,12853.977758,
6,0,,12853.977762,
6,0,,12853.977765,
6,0,,12853.977769,
6,0,,12853.977774,
6,0,,12853.9802,
6,0,,12853.980209,
6,0,,12853.980212,
6,0,,12853.980214,
6,0,,12854.183703,
6,0,,12854.183713,
6,0,,12854.183717,
6,0,,12854.183721,
6,1039,,12854.334556,
6,1041,,12854.380499,
6,1047,,12855.187617,
6,73,,12855.334264,
6,1041,,12855.372428,
6,0,,12855.649748,
6,0,,12856.292195,
6,0,,12856.787001,
,0,,12856.787007,
6,0,,12857.037523,
6,0,,12857.108071,
6,73,,12857.894212,
6,0,,12857.982015,
6,0,,12857.987708,
6,0,,12857.998984,
6,0,,12858.012522,
6,46,,12858.048271,
6,0,,12858.317505,
6,56,,12858.475807,
6,0,,12858.544276,
6,46,,12858.748212,
6,46,,12860.096275,
6,0,,12860.36941,
6,1490,,12860.388274,
6,26,,12860.388278,
6,26,,12860.609451,
6,26,,12860.637591,
6,59,,12860.713555,
6,1238,,12860.921776,
6,0,,12860.963965,
6,0,,12860.963978,
6,0,,12860.963983,
6,0,,12860.964002,
6,0,,12860.964006,
6,0,,12860.966165,
6,0,,12860.966178,
6,0,,12860.96618,
6,0,,12860.966412,
6,972,,12861.29017,
6,0,,12861.389492,
6,0,,12861.430826,
6,26,,12861.53333,
6,1238,,12861.545733,
6,0,,12862.22734,
6,0,,12862.319083,
6,96,,12862.495682,
6,31,,12862.705971,
6,46,,12862.78424,
6,77,,12863.345281,
6,129,,12863.398877,
6,98,,12863.588436,
6,0,,12865.267857,
6,0,,12865.322983,
6,0,,12865.381116,
6,0,,12865.439222,
6,0,,12865.497333,
6,180,,12865.68676,
6,0,,12868.105959,
6,0,,12868.10597,
6,0,,12868.105975,
6,0,,12868.105978,
6,0,,12868.105982,
6,0,,12868.105986,
6,0,,12868.108092,
6,0,,12868.108198,
6,0,,12868.108206,
6,0,,12868.108208,
6,0,,12868.10821,
6,123,,12868.160878,
6,39,,12869.107004,
6,39,,12869.204406,
6,39,,12869.300485,
6,39,,12869.493541,
6,39,,12869.868534,
6,118,,12870.513497,
6,39,,12870.620506,
6,46,,12871.118062,
6,46,,12871.414483,
6,46,,12871.734518,
6,46,,12872.040512,
6,1460,,12872.143611,
6,0,,12872.14362,
6,39,,12872.157584,
6,0,,12872.315617,
6,701,,12872.315629,
6,46,,12872.34251,
6,33,,12872.91657,
6,0,,12872.994578,
6,0,,12872.994588,
6,0,,12872.994592,
6,801,,12873.0297,
6,0,,12873.191546,
6,0,,12873.289013,
6,0,,12873.45883,
6,46,,12873.526533,
6,0,,12873.626954,
6,129,,12873.638529,
6,0,,12873.717786,
6,129,,12873.724604,
6,0,,12873.92296,
6,59,,12874.025627,
6,642,,12874.212799,
6,0,,12874.212809,
6,0,,12874.212812,
6,0,,12874.212816,
6,0,,12874.212818,
6,0,,12874.212827,
6,0,,12874.21283,
6,0,,12874.212833,
6,0,,12874.212835,
6,0,,12874.212838,
6,0,,12874.212844,
6,0,,12874.212848,
6,0,,12874.212852,
6,0,,12874.212855,
6,0,,12874.212859,
6,0,,12874.212862,
6,0,,12874.212866,
6,0,,12874.212869,
6,0,,12874.212873,
6,0,,12874.212877,
6,31,,12874.741967,
6,1208,,12876.002231,
6,46,,12876.054611,
6,0,,12876.698462,
,0,,12876.698468,
6,77,,12877.115915,
6,0,,12878.693016,
6,123,,12878.912516,
6,0,,12878.958188,
6,46,,12878.963706,
6,747,,12879.207068,
6,747,,12879.207082,
6,517,,12879.207087,
6,0,,12879.209154,
6,0,,12879.209169,
6,0,,12879.209173,
6,517,,12879.26137,
6,0,,12879.261395,
6,0,,12879.261401,
6,0,,12879.261405,
6,0,,12879.261409,
6,0,,12879.261415,
6,0,,12879.261419,
6,0,,12879.261423,
6,0,,12879.261427,
6,0,,12879.26143,
6,0,,12879.261435,
6,0,,12879.26144,
6,0,,12879.261444,
6,0,,12879.261448,
6,0,,12879.261451,
6,0,,12879.261455,
6,0,,12879.261458,
6,0,,12879.261465,
6,0,,12879.261473,
6,0,,12879.261477,
6,0,,12879.263522,
6,355,,12879.276635,
6,355,,12879.277701,
6,1430,,12879.277847,
6,0,,12879.314585,
6,747,,12879.314598,
6,0,,12879.316745,
6,1430,,12879.330003,
6,747,,12879.368111,
6,517,,12879.368121,
6,517,,12879.368126,
6,0,,12879.368143,
6,0,,12879.368147,
6,0,,12879.370173,
6,0,,12879.370182,
6,0,,12879.370301,
6,46,,12879.643501,
6,355,,12880.284148,
6,1430,,12880.318179,
6,355,,12880.324335,
6,1430,,12880.334891,
6,46,,12880.347406,
6,0,,12880.479813,
6,0,,12880.479824,
6,0,,12880.479828,
6,0,,12880.479836,
6,0,,12880.479841,
6,0,,12880.479846,
6,0,,12880.47985,
6,74,,12880.479855,
6,74,,12880.479859,
6,0,,12880.479869,
6,0,,12880.479873,
6,0,,12880.479878,
6,0,,12880.479883,
6,92,,12880.479887,
6,0,,12880.479891,
6,0,,12880.479897,
6,0,,12880.479901,
6,0,,12880.481151,
6,0,,12880.481454,
6,0,,12880.481462,
6,0,,12880.48179,
6,0,,12880.481798,
6,0,,12880.481908,
6,910,,12880.482311,
6,910,,12880.48232,
6,31,,12880.482321,
6,0,,12880.482387,
6,0,,12880.48686,
6,0,,12880.783457,
6,0,,12880.784164,
6,0,,12880.850908,
6,0,,12880.850931,
6,0,,12880.850937,
6,0,,12880.850942,
6,0,,12880.852271,
6,0,,12880.895432,
6,123,,12880.918965,
6,0,,12880.940535,
6,0,,12880.940544,
6,1038,,12880.962056,
6,0,,12880.984942,
6,0,,12880.984956,
6,0,,12880.984961,
6,0,,12880.984965,
6,129,,12881.020485,
6,1430,,12881.029858,
6,0,,12881.036581,
6,1430,,12881.074954,
6,1110,,12881.074966,
6,0,,12881.077208,
6,0,,12881.077219,
6,356,,12881.107089,
6,31,,12881.107526,
6,39,,12881.107596,
6,46,,12881.144906,
6,31,,12881.144909,
6,0,,12881.144984,
6,114,,12881.147649,
6,69,,12881.147678,
6,69,,12881.14803,
6,31,,12881.148219,
6,31,,12881.148314,
6,31,,12881.148724,
6,69,,12881.151649,
6,31,,12881.1523,
6,517,,12881.323091,
6,517,,12881.323103,
6,0,,12881.323108,
6,0,,12881.323113,
6,0,,12881.32312,
6,0,,12881.323125,
6,0,,12881.32313,
6,0,,12881.323134,
6,0,,12881.323139,
6,0,,12881.323142,
6,31,,12881.323145,
6,0,,12881.32403,
6,0,,12881.324111,
6,1460,,12881.325429,
6,1460,,12881.325542,
6,0,,12881.329616,
6,0,,12881.423365,
6,0,,12881.423374,
6,0,,12881.423378,
6,0,,12881.423381,
6,0,,12881.423385,
6,0,,12881.423393,
6,0,,12881.423397,
6,0,,12881.423402,
6,0,,12881.423406,
6,0,,12881.42341,
6,39,,12881.423414,
6,0,,12881.425479,
6,0,,12881.622894,
6,1460,,12881.624058,
6,1460,,12881.624069,
6,589,,12881.624144,
6,0,,12881.708288,
6,46,,12881.72348,
6,1047,,12881.843654,
6,46,,12882.215941,
6,31,,12882.216019,
6,589,,12882.239516,
6,1460,,12882.367969,
6,77,,12882.41225,
6,31,,12882.74347,
6,0,,12882.950543,
6,1460,,12882.951768,
6,589,,12882.951781,
6,1460,,12883.200165,
6,0,,12883.405497,
6,0,,12883.446395,
6,77,,12883.447417,
6,77,,12883.788043,
6,24,,12883.857072,
6,24,,12884.024715,
6,0,,12884.024737,
6,46,,12884.60346,
6,77,,12884.823734,
6,77,,12884.964312,
6,1460,,12885.056146,
6,1041,,12885.292763,
6,77,,12886.63602,
6,1460,,12887.295543,
6,77,,12887.703616,
6,0,,12887.876308,
6,1460,,12887.877477,
6,589,,12887.877489,
6,0,,12888.080562,
6,0,,12888.450721,
6,0,,12888.450729,
6,64,,12888.450732,
6,0,,12888.456243,
6,1460,,12888.482334,
6,263,,12888.482345,
6,0,,12888.482349,
6,1460,,12888.483708,
6,589,,12888.483718,
6,0,,12888.48372,
6,1460,,12888.484558,
6,1460,,12888.498682,
6,1460,,12888.513582,
6,1460,,12888.528536,
6,1460,,12888.543477,
6,1460,,12888.55838,
6,1460,,12888.573495,
6,1460,,12888.588238,
6,1460,,12888.603194,
6,1460,,12888.618118,
6,180,,12888.854656,
6,0,,12888.893889,
6,24,,12888.978133,
6,24,,12889.024902,
6,0,,12889.104642,
6,64,,12889.10465,
6,263,,12889.104654,
6,0,,12889.105623,
6,0,,12889.110237,
6,0,,12889.243902,
6,1460,,12889.280258,
6,0,,12889.475118,
6,0,,12889.815927,
6,0,,12890.142784,
6,64,,12890.142791,
6,0,,12890.143632,
6,98,,12890.212486,
6,123,,12890.239976,
6,123,,12890.390641,
6,0,,12890.573524,
6,0,,12890.740867,
6,0,,12890.850071,
6,0,,12890.850079,
6,0,,12890.935596,
6,0,,12890.941678,
6,0,,12891.120922,
6,0,,12891.245112,
6,0,,12891.248205,
6,0,,12891.250339,
6,1460,,12891.25153,
6,0,,12891.453581,
6,1460,,12891.454759,
6,1460,,12891.462229,
6,0,,12891.649065,
6,1460,,12891.650308,
6,1460,,12891.657843,
6,0,,12891.658504,
6,1460,,12891.672651,
6,1460,,12891.687564,
6,0,,12892.015443,
6,1460,,12892.016627,
6,1460,,12892.024045,
6,77,,12892.268034,
6,0,,12892.459237,
6,1460,,12892.460381,
6,1460,,12892.467872,
6,0,,12892.514559,
6,1460,,12892.515644,
6,1460,,12892.523251,
6,0,,12893.042694,
6,1460,,12893.043906,
6,1460,,12893.051365,
6,0,,12893.093035,
6,1460,,12893.09432,
6,1460,,12893.101691,
6,0,,12893.18753,
6,0,,12893.18754,
6,1460,,12893.188677,
6,1460,,12893.196166,
6,1460,,12893.196963,
6,263,,12893.196972,
6,0,,12893.196977,
6,0,,12893.198061,
6,1460,,12893.199144,
6,1460,,12893.199262,
6,1460,,12893.199391,
6,0,,12893.210831,
6,0,,12893.22024,
6,1460,,12893.22626,
6,0,,12893.247064,
6,1460,,12893.253361,
6,1460,,12893.280474,
6,1460,,12893.307689,
6,1460,,12893.334709,
6,77,,12893.335674,
6,1460,,12893.361791,
6,0,,12893.375663,
6,1460,,12893.388875,
6,0,,12893.391102,
6,1460,,12893.416007,
6,1460,,12893.443107,
6,1460,,12893.470205,
6,1460,,12893.497644,
6,1460,,12893.52442,
6,1460,,12893.5517,
6,1460,,12893.57862,
6,1460,,12893.605751,
6,0,,12893.666374,
6,0,,12893.730037,
6,0,,12893.783184,
6,0,,12893.836286,
6,0,,12893.937443,
6,0,,12893.947548,
6,0,,12894.223882,
6,0,,12894.27097,
6,0,,12894.382144,
6,0,,12894.471295,
6,0,,12895.472463,
6,263,,12895.472478,
6,0,,12895.473463,
6,0,,12895.474455,
1,6,,,12895.499233
6,0,,12895.5013,
6,0,,12895.501705,
6,0,,12895.641735,
6,1460,,12895.642879,
6,0,,12895.647959,
6,1460,,12895.656458,
6,1460,,12895.683557,
6,1460,,12895.710656,
6,0,,12895.720207,
6,0,,12895.720219,
6,1460,,12895.737792,
6,0,,12895.743966,
6,0,,12895.749091,
6,1460,,12895.764927,
6,1460,,12895.791988,
6,1460,,12895.819107,
6,1460,,12895.846168,
6,1460,,12895.873303,
6,1460,,12895.900409,
6,1460,,12895.9276,
6,1460,,12895.954617,
6,1460,,12895.981687,
6,0,,12895.985382,
6,1460,,12896.008829,
6,1460,,12896.035948,
6,1460,,12896.063032,
6,0,,12896.155078,
6,1460,,12896.156259,
6,0,,12896.181353,
6,1460,,12896.182498,
6,0,,12896.186514,
6,0,,12896.195775,
6,1460,,12896.196908,
6,1460,,12896.224051,
6,0,,12896.319927,
6,1460,,12896.321079,
6,0,,12896.348274,
6,1460,,12896.349436,
6,0,,12896.481448,
6,1460,,12896.482582,
6,0,,12896.525801,
6,1460,,12896.526962,
6,0,,12896.636651,
6,1460,,12896.637883,
6,0,,12896.664183,
6,1460,,12896.66536,
6,1460,,12896.678974,
6,653,,12896.705909,
6,0,,12896.858721,
6,455,,12896.889086,
6,4,,12896.980304,
6,0,,12897.076597,
6,455,,12897.127949,
6,64,,12897.321007,
6,0,,12897.389068,
6,0,,12897.494283,
6,0,,12897.498464,
6,0,,12897.511675,
6,0,,12897.621679,
6,0,,12897.621691,
6,0,,12897.683166,
6,0,,12897.731392,
6,0,,12897.800629,
6,0,,12897.803764,
6,0,,12897.807883,
6,0,,12897.817971,
6,0,,12897.827085,
6,0,,12897.866275,
6,0,,12897.866285,
6,0,,12897.883401,
6,0,,12897.896162,
6,0,,12897.896172,
6,1460,,12897.908274,
6,265,,12897.908285,
6,0,,12897.909466,
6,1460,,12898.032098,
6,1460,,12898.045644,
6,1460,,12898.073594,
6,0,,12898.094842,
6,1460,,12898.099886,
6,0,,12898.104101,
6,1460,,12898.126989,
6,1460,,12898.138212,
6,1460,,12898.149329,
6,1460,,12898.155726,
6,1460,,12898.155746,
6,1460,,12898.168489,
6,1460,,12898.16862,
6,1460,,12898.181304,
6,1460,,12898.181428,
6,1460,,12898.194039,
6,1460,,12898.194167,
6,0,,12898.197997,
6,1460,,12898.206878,
6,1460,,12898.206888,
6,1460,,12898.219657,
6,1460,,12898.21979,
6,1460,,12898.232437,
6,1460,,12898.232552,
6,1460,,12898.245237,
6,1460,,12898.245258,
6,1460,,12898.258031,
6,1460,,12898.258046,
6,1460,,12898.270806,
6,1460,,12898.270937,
6,1460,,12898.283867,
6,1460,,12898.283992,
6,1460,,12898.296415,
6,1460,,12898.296502,
6,1460,,12898.309215,
6,1460,,12898.309234,
6,0,,12898.316583,
6,0,,12898.320666,
6,1460,,12898.322121,
6,1460,,12898.322139,
6,1460,,12898.334773,
6,1460,,12898.334919,
6,0,,12898.340777,
6,1460,,12898.34803,
6,1460,,12898.348161,
6,1460,,12898.360381,
6,1460,,12898.360405,
6,1460,,12898.373147,
6,1460,,12898.373273,
6,1460,,12898.385899,
6,1460,,12898.386025,
6,0,,12898.39363,
6,1460,,12898.398704,
6,1460,,12898.398833,
6,1460,,12898.411494,
6,1460,,12898.411593,
6,0,,12898.413803,
6,1460,,12898.424295,
6,1460,,12898.424426,
6,1460,,12898.437326,
6,1460,,12898.437352,
6,0,,12898.442,
6,0,,12898.442006,
6,1460,,12898.449871,
6,1460,,12898.45,
6,1460,,12898.462667,
6,1460,,12898.462751,
6,0,,12898.470717,
6,1460,,12898.475476,
6,1460,,12898.475609,
6,0,,12898.477966,
6,1460,,12898.488245,
6,1460,,12898.488257,
6,1460,,12898.501055,
6,1460,,12898.50107,
6,1460,,12898.513725,
6,1460,,12898.513837,
6,1460,,12898.525287,
6,1460,,12898.525304,
6,1460,,12898.536805,
6,1460,,12898.536923,
6,0,,12898.54332,
6,1460,,12898.548308,
6,1460,,12898.548417,
6,1460,,12898.55984,
6,1460,,12898.559974,
6,1460,,12898.57136,
6,1460,,12898.571476,
6,1460,,12898.582896,
6,1460,,12898.582954,
6,1460,,12898.594411,
6,1460,,12898.594514,
6,1460,,12898.605929,
6,1460,,12898.60606,
6,0,,12898.608755,
6,0,,12898.616385,
6,1460,,12898.617421,
6,1460,,12898.617579,
6,1460,,12898.629015,
6,1460,,12898.629129,
6,1460,,12898.640536,
6,1460,,12898.640557,
6,1460,,12898.652019,
6,1460,,12898.652148,
6,0,,12898.682847,
6,1460,,12898.684,
6,1460,,12898.684106,
6,0,,12898.69236,
6,1460,,12898.69349,
6,1460,,12898.693604,
6,0,,12898.698458,
6,1460,,12898.701302,
6,1460,,12898.70131,
6,0,,12898.722577,
6,1460,,12898.723766,
6,1460,,12898.723895,
6,0,,12898.789625,
6,1460,,12898.790855,
6,0,,12898.849014,
6,1460,,12898.850185,
6,1460,,12898.850315,
6,0,,12898.854527,
6,1460,,12898.855951,
6,1137,,12898.85596,
6,0,,12898.917618,
6,0,,12898.926302,
6,0,,12898.936504,
6,0,,12898.952699,
6,0,,12899.029903,
6,31,,12899.063209,
6,0,,12899.158106,
6,0,,12899.277521,
6,0,,12899.286396,
6,0,,12899.348877,
6,0,,12899.393647,
6,0,,12899.393657,
6,0,,12899.406922,
6,0,,12899.428122,
6,0,,12899.465676,
6,0,,12899.530752,
6,0,,12899.540925,
6,0,,12899.545121,
6,0,,12899.549315,
6,0,,12899.616645,
6,0,,12899.653736,
6,0,,12899.667006,
6,0,,12899.667015,
6,0,,12899.671159,
6,0,,12899.690349,
6,0,,12899.697568,
6,0,,12899.738777,
6,0,,12899.74496,
6,0,,12899.747053,
6,0,,12899.750264,
6,0,,12899.752349,
6,0,,12899.771535,
6,0,,12899.778704,
6,0,,12899.846088,
6,0,,12899.846097,
6,737,,12899.846103,
6,39,,12899.846107,
6,224,,12899.846111,
6,0,,12899.848242,
6,0,,12899.848251,
6,0,,12899.848253,
6,39,,12899.848565,
6,1460,,12899.853209,
6,374,,12899.854304,
6,0,,12899.854556,
6,0,,12899.855208,
6,1460,,12899.856432,
6,1460,,12899.856563,
6,1460,,12899.866563,
6,1460,,12899.866583,
6,1460,,12899.877587,
6,1460,,12899.877605,
6,1460,,12899.888611,
6,1460,,12899.888722,
6,1460,,12899.899623,
6,1460,,12899.899753,
6,1460,,12899.910649,
6,1460,,12899.910774,
6,0,,12899.912633,
6,69,,12899.916519,
6,31,,12899.91718,
6,39,,12899.917233,
6,1460,,12899.921662,
6,1460,,12899.921785,
6,1460,,12899.932798,
6,1460,,12899.93291,
6,0,,12899.938184,
6,1460,,12899.943729,
6,1460,,12899.943842,
6,1460,,12899.954758,
6,1460,,12899.954782,
6,1460,,12899.965782,
6,1460,,12899.965792,
6,1460,,12899.976808,
6,1460,,12899.976923,
6,1460,,12899.987782,
6,1460,,12899.987894,
6,1460,,12899.998845,
6,1460,,12899.998975,
6,1460,,12900.009937,
6,1460,,12900.010053,
6,1460,,12900.0209,
6,1460,,12900.021027,
6,1460,,12900.031903,
6,1460,,12900.032034,
6,1460,,12900.042953,
6,1460,,12900.042974,
6,1460,,12900.053978,
6,1460,,12900.059498,
6,873,,12900.059506,
6,0,,12900.082506,
6,0,,12900.160897,
6,0,,12900.171999,
6,0,,12900.178185,
6,0,,12900.194147,
6,0,,12900.194154,
6,0,,12900.194156,
6,0,,12900.194159,
6,39,,12900.194162,
6,0,,12900.198677,
6,0,,12900.200644,
6,0,,12900.220835,
6,0,,12900.234085,
6,39,,12900.23409,
6,0,,12900.259944,
6,0,,12900.365634,
6,0,,12900.36724,
6,0,,12900.385196,
6,0,,12900.38941,
6,0,,12900.450643,
6,0,,12900.4638,
6,0,,12900.468925,
6,0,,12900.590668,
6,0,,12900.590677,
6,59,,12900.649525,
6,0,,12900.743665,
6,0,,12900.775886,
6,0,,12900.795904,
6,0,,12900.80206,
6,1460,,12900.803126,
6,374,,12900.803132,
6,0,,12900.804407,
6,123,,12900.924502,
6,1460,,12900.925827,
6,1460,,12900.933787,
6,1460,,12900.949698,
6,1460,,12900.96564,
6,0,,12900.974626,
6,1460,,12900.981497,
6,1460,,12900.997465,
6,1460,,12901.01335,
6,1460,,12901.029292,
6,0,,12901.133685,
6,0,,12901.133694,
6,1460,,12901.134856,
6,1460,,12901.142799,
6,0,,12901.143005,
6,1460,,12901.158731,
6,1460,,12901.174636,
6,1460,,12901.190533,
6,0,,12901.207968,
6,0,,12901.207976,
6,1460,,12901.209124,
6,1460,,12901.222367,
6,1460,,12901.23831,
6,123,,12901.243761,
6,1460,,12901.25425,
6,0,,12901.305464,
6,1460,,12901.306626,
6,1460,,12901.314597,
6,0,,12901.474709,
6,0,,12901.47472,
6,1460,,12901.475856,
6,0,,12901.47899,
6,1460,,12901.483838,
6,0,,12901.485143,
6,0,,12901.488182,
6,1460,,12901.49968,
6,1460,,12901.51566,
6,1460,,12901.531581,
6,1460,,12901.544311,
6,1460,,12901.557079,
6,1460,,12901.56979,
6,0,,12901.581502,
6,1460,,12901.582481,
6,1460,,12901.595232,
6,1460,,12901.608061,
6,0,,12901.914677,
6,1460,,12902.143581,
6,0,,12902.276016,
6,0,,12902.295224,
6,1460,,12902.296594,
6,0,,12902.319943,
6,0,,12902.319955,
6,1460,,12902.321116,
6,1460,,12902.329378,
6,1460,,12902.345168,
6,1460,,12902.360934,
6,0,,12902.408412,
6,1460,,12902.410738,
6,1460,,12902.417539,
6,0,,12902.438047,
6,1460,,12902.439214,
6,1460,,12902.449355,
6,0,,12902.500643,
6,1460,,12902.501773,
6,0,,12902.537028,
6,1460,,12902.538267,
6,1460,,12902.546223,
6,0,,12902.613179,
6,1460,,12902.614345,
6,806,,12902.620652,
6,0,,12902.624955,
6,0,,12902.624969,
6,0,,12902.626128,
6,0,,12902.707681,
6,0,,12902.716512,
6,0,,12902.743915,
6,0,,12902.743924,
6,517,,12902.743927,
6,0,,12902.745012,
6,1460,,12902.746318,
6,1460,,12902.746327,
6,1460,,12902.746554,
6,589,,12902.746575,
6,1460,,12902.797047,
6,374,,12902.797057,
6,0,,12902.798192,
6,1460,,12902.79924,
6,1460,,12902.814379,
6,0,,12902.820474,
6,0,,12902.822649,
6,1460,,12902.830273,
6,0,,12902.842966,
6,0,,12902.842974,
6,64,,12902.842976,
6,1460,,12902.846178,
6,0,,12902.84911,
6,1460,,12902.86222,
6,1460,,12902.878013,
6,1460,,12902.893955,
6,0,,12902.933644,
6,1460,,12902.934817,
6,0,,12902.993617,
6,1460,,12902.994767,
6,0,,12903.042071,
6,1460,,12903.043248,
6,1460,,12903.051195,
6,0,,12903.054437,
6,1460,,12903.06709,
6,1460,,12903.080093,
6,1460,,12903.092563,
6,1460,,12903.105411,
6,0,,12903.196736,
6,0,,12903.228816,
6,0,,12903.27032,
6,1460,,12903.271511,
6,77,,12903.276509,
6,0,,12903.28378,
6,1460,,12903.28493,
6,1460,,12903.310392,
6,0,,12903.364894,
6,1460,,12903.36605,
6,1460,,12903.379009,
6,0,,12903.637845,
6,1460,,12903.639009,
6,0,,12903.643309,
6,0,,12903.643315,
6,1460,,12903.652021,
6,1460,,12903.677922,
6,1460,,12903.703807,
6,1460,,12903.729803,
6,0,,12903.846646,
